Date,Close,High,Low,Open,Volume,Year,Day,Month,SMA50,SMA200,Daily Returns,Volatility_20,Cumulative Return
2021-04-14,246.67857360839844,249.80559806542834,246.26357309412342,248.50269084403232,23070900,2021,14,4,230.837197265625,211.7262461090088,-0.011219066510839704,0.015099547384243154,1.4075566308933696
2021-04-15,250.4522247314453,250.86722520261156,248.74394848395266,248.93695757462353,25627500,2021,15,4,231.2336813354492,212.02789451599122,0.0152978471856966,0.015228200824862443,1.4290892171379903
2021-04-16,251.64901733398438,251.89996158675496,248.6185120391702,250.4233078176643,24878600,2021,16,4,231.5868896484375,212.31123954772949,0.004778526538633754,0.013330659535086794,1.4359181578881595
2021-04-19,249.71875,252.36323706414495,248.83084325571406,251.11820601565722,23209300,2021,19,4,231.9205584716797,212.579232711792,-0.0076704743552507,0.013584628731744156,1.4249039844818394
2021-04-20,249.2554473876953,251.1278091865846,247.88494452684714,248.83078618875894,19722900,2021,20,4,232.2413021850586,212.83743621826173,-0.0018552976590852088,0.01295168495274391,1.422260363455009
2021-04-21,251.4945526123047,251.59107188300158,248.28067001827566,249.91174849635092,24030400,2021,21,4,232.60162872314453,213.08556579589845,0.008983174683145911,0.012980909269071996,1.43503677674484
2021-04-22,248.20347595214844,252.6527286978144,246.7268076678221,251.1374615407011,25606200,2021,22,4,232.87109771728515,213.32897636413574,-0.013086075328357705,0.013241781816574545,1.4162577773853933
2021-04-23,252.0446319580078,252.39209536737923,248.2999089040552,248.8886557117118,21462600,2021,23,4,233.2356851196289,213.5696527862549,0.0154758348613937,0.012764119963838565,1.4381755488693742
2021-04-26,252.43077087402344,253.28975422053418,251.0989107743845,252.5369509235424,19763300,2021,26,4,233.57583374023437,213.80512214660644,0.0015320259472137998,0.012482726043818518,1.4403788711268906
2021-04-27,252.8361358642578,254.01360043254778,251.05063220979886,252.459719495277,31014200,2021,27,4,233.91446075439453,214.04573219299317,0.0016058461844046246,0.012275544935257367,1.4426918980411867
2021-04-28,245.68443298339844,247.59540831786728,244.13056713310473,247.1514256081097,46903100,2021,28,4,234.13489624023438,214.2822004699707,-0.028285920667206255,0.01376033063490851,1.4018840294659725
2021-04-29,243.7059326171875,247.17077418111876,240.31831825190145,246.55308913291572,40589000,2021,29,4,234.29530181884766,214.50264442443847,-0.008053014764450417,0.013733737773078713,1.3905946366786357
2021-04-30,243.38742065429688,244.25604986053563,240.89738855268695,241.03250668786558,30945100,2021,30,4,234.45725158691405,214.72298080444335,-0.0013069520280860614,0.012502260477646946,1.388777196197983
2021-05-03,243.07858276367188,245.48177106227146,242.36437849908148,244.56488223382027,19626600,2021,3,5,234.66745788574218,214.9615096282959,-0.001268914760650941,0.010955017021889278,1.3870149563144718
2021-05-04,239.1505126953125,242.45128345615217,237.19129213760777,242.21964602810803,32756100,2021,4,5,234.92379760742188,215.18538009643555,-0.01615967159138143,0.011528616229289919,1.3646012501280957
2021-05-05,237.87655639648438,240.8009109708136,237.24922524458495,240.3762496933787,21901300,2021,5,5,235.17859252929688,215.3611082458496,-0.005327006346213414,0.011420327711197305,1.3573320106086126
2021-05-06,241.0228729248047,241.14834503823036,236.1586047867041,237.85723506591287,26491100,2021,6,5,235.47160705566407,215.56622077941896,0.013226677634748274,0.011408838734974511,1.3752850035562574
2021-05-07,243.65765380859375,245.43349623426144,242.41262312218905,243.3584499991773,27032900,2021,7,5,235.92464019775392,215.7701358795166,0.010931663255922874,0.011443209771250783,1.390319156096055
2021-05-10,238.56175231933594,242.95311380994588,238.5038466508469,242.1230981991344,29299900,2021,10,5,236.21031951904297,215.9926914215088,-0.020914185988431644,0.01230622896460363,1.3612417626821829
2021-05-11,237.64486694335938,238.00197642673814,234.11248879198368,236.02344939541925,33641600,2021,11,5,236.3896405029297,216.2166025543213,-0.0038433879993856612,0.01199687324000838,1.3560099824272276
2021-05-12,230.6669921875,235.85941705893273,229.76942476792314,233.7264647518117,36684400,2021,12,5,236.48866424560546,216.39340873718263,-0.029362615088683985,0.013315698404766957,1.3161939832568037
2021-05-13,234.5564727783203,237.03687378235696,233.00260672790753,233.3693622947048,29624300,2021,13,5,236.7872769165039,216.5984287261963,0.01686188628002183,0.013434517407043168,1.338387496524929
2021-05-14,239.49795532226562,240.49204199441334,236.9307105128948,237.01756902364005,23901100,2021,14,5,237.20074035644532,216.8183836364746,0.02106734674772981,0.01440174128705357,1.3665837699970456
2021-05-17,236.63148498535156,237.99232710284414,235.0293741579172,237.95372823274968,24970200,2021,17,5,237.46287048339843,217.0247728729248,-0.011968663085482167,0.014516573805334741,1.3502275892758628
2021-05-18,234.6046905517578,237.81858738912226,234.4309588359909,237.68346926653504,20168000,2021,18,5,237.7657290649414,217.21571067810058,-0.00856519340069739,0.014576178826327408,1.3386626288387578
2021-05-19,235.18515014648438,235.29156060461747,230.8126825741299,231.49950163598774,25739800,2021,19,5,237.95685302734375,217.35431701660156,0.0024742028531543614,0.014367527567616944,1.3419747517344418
2021-05-20,238.43545532226562,239.85747908264446,235.90097082235815,235.99771295656814,21800700,2021,20,5,238.23923370361328,217.5247438812256,0.013820197294585945,0.014654702562027059,1.3605211075677648
2021-05-21,237.16822814941406,240.22509675114117,236.752269419578,239.48990667105087,21863100,2021,21,5,238.40535522460937,217.69051139831544,-0.005314759800042368,0.014083304639632036,1.3532902646781546
2021-05-24,242.59515380859375,242.96275626270753,239.43187446696427,239.70273477185455,21411500,2021,24,5,238.70665252685546,217.86707794189454,0.022882178196991676,0.015204833080849725,1.3842564936667743
2021-05-25,243.5044403076172,244.5008222997272,242.63382013845728,243.55281137496547,17704300,2021,25,5,239.04427978515625,218.06673004150392,0.003748164317168845,0.01523815554393683,1.3894449144621452
2021-05-26,243.281982421875,244.68465499083965,242.56612891100883,243.2239282771189,17771600,2021,26,5,239.32148010253906,218.28553314208983,-0.0009135680871410479,0.013901700760865195,1.3881755619294522
2021-05-27,241.17315673828125,243.2723317158023,241.1151173465828,242.97245168483946,24426200,2021,27,5,239.5694366455078,218.51712173461914,-0.008668236186668565,0.013920196330179675,1.3761425282900863
2021-05-28,241.53102111816406,243.85269958248085,241.41494236122048,242.807946487655,18270200,2021,28,5,239.94654327392578,218.72266723632814,0.0014838483051875517,0.013924930364567982,1.378184515048386
2021-06-01,239.325439453125,243.08847840368188,238.89981241823648,243.03043902441425,23213300,2021,1,6,240.28668029785158,218.9195320892334,-0.00913167035368112,0.014064303170122054,1.3655993883704163
2021-06-02,239.22874450683594,241.13444977529525,237.81638878981275,240.03165713737087,19406700,2021,2,6,240.51601654052735,219.11495544433595,-0.0004040312075056507,0.013584911242107426,1.365047643600564
2021-06-03,237.69058227539062,238.30001044872492,235.06902411256243,237.21656946432944,25307700,2021,3,6,240.68389892578125,219.29607719421386,-0.006429671461998465,0.013610326978848132,1.3562708357222373
2021-06-04,242.60475158691406,243.43668364171856,239.43180485714237,239.67364539911142,25281100,2021,4,6,240.99098571777344,219.4959732055664,0.020674648799630768,0.014083531741695481,1.3843112589279762
2021-06-07,245.52621459960938,245.79707485347862,241.65676553201814,241.82121534609755,23079200,2021,7,6,241.4167266845703,219.7166233062744,0.012042068399673145,0.014129260593389273,1.4009812297944246
2021-06-08,244.32672119140625,247.6544501102256,244.2686670500775,246.83218619035304,22455000,2021,8,6,241.7385641479492,219.90784187316893,-0.004885398531310314,0.013281195219173876,1.3941368781519936
2021-06-09,245.3134002685547,247.19008547815795,244.94581263464914,245.5262211538155,17937600,2021,9,6,242.1040704345703,220.1114852142334,0.004038359260653657,0.013238086727388888,1.3997669037244975
2021-06-10,248.84425354003906,249.05707441401705,245.39077801371712,245.99053787995885,24563600,2021,10,6,242.60563049316406,220.3295654296875,0.01439323439982898,0.011315117573336869,1.419914076874927
2021-06-11,249.4730682373047,250.0534619780059,248.2348161996662,249.56978084638592,18999700,2021,11,6,243.04409942626953,220.53744010925294,0.0025269408006018956,0.010894388658379831,1.4235021156891312
2021-06-14,251.4077911376953,251.46583051139004,248.4186157846505,249.48272017164263,19150500,2021,14,6,243.39425231933595,220.73251510620116,0.00775523752548013,0.010120873701313423,1.4345417127143238
2021-06-15,249.92770385742188,251.50450909327668,249.26990459386093,251.29168821135355,18038900,2021,15,6,243.58508911132813,220.89411460876465,-0.005887197344106143,0.00974850091170632,1.4260962825532226
2021-06-16,248.97970581054688,252.0752473620436,246.11630699620832,250.93376696845831,27220000,2021,16,6,243.780322265625,221.03978553771972,-0.0037930890903387082,0.00951167368183315,1.4206869723020974
2021-06-17,252.3848114013672,253.2070752386401,247.65442523235757,247.71246460707766,27565500,2021,17,6,244.00427978515626,221.21871269226074,0.013676237505924727,0.00980316054623696,1.440116624756874
2021-06-18,250.96279907226562,253.73912420146243,250.30499978120227,251.15628334448667,37202200,2021,18,6,244.1351333618164,221.38217422485351,-0.005634302322734208,0.009698294140728137,1.432002572312998
2021-06-21,254.05838012695312,254.91931727206614,249.50211169896875,251.34009426995223,26696100,2021,21,6,244.27771118164063,221.54008102416992,0.0123348204041831,0.009742334587035918,1.4496660668608072
2021-06-22,256.84442138671875,257.11528170012457,253.83590872417147,254.14547180279524,24694100,2021,22,6,244.47485229492187,221.7808268737793,0.010966145884947487,0.008814149472903344,1.4655633164344608
2021-06-23,256.6121520996094,258.12123472244707,255.79957141973912,257.30865404257685,19518700,2021,23,6,244.6175457763672,222.03505737304687,-0.0009043189875619362,0.00885175145552106,1.464237979699935
2021-06-24,257.9858703613281,259.10801424243357,256.8056871002997,257.47316949097063,21446900,2021,24,6,244.84369171142578,222.35181182861328,0.005353286079708086,0.008829410176306259,1.4720764644940425
2021-06-25,256.37042236328125,258.52765156160484,256.11892816514353,257.5409523499183,25611100,2021,25,6,244.9620556640625,222.61904777526854,-0.006261769281334373,0.008677475189297056,1.4628586613088983
2021-06-28,259.94964599609375,260.12376415677653,257.2313597974926,257.50222011018576,19590000,2021,28,6,245.1280682373047,222.93260765075684,0.01396114107009061,0.00899809721022574,1.4832818374450358
2021-06-29,262.5420837402344,262.7839242797006,259.2337216924044,260.0946586616981,19937800,2021,29,6,245.3845349121094,223.26556449890137,0.009972845834071986,0.008565692461169748,1.4980743785383541
2021-06-30,262.0584716796875,262.50345012346537,260.80091235187956,261.8553338390695,21656500,2021,30,6,245.64059539794923,223.58947631835937,-0.001842036345782061,0.008616452375445983,1.4953148710844015
2021-07-01,262.735595703125,262.96775319861274,260.80087118325156,260.8105247311946,16725300,2021,1,7,245.86541625976562,223.90059104919433,0.0025838661848915923,0.0082363737148156,1.499178564615562
2021-07-02,268.5881042480469,268.92668691646054,263.60619490912046,263.9157578929016,26458000,2021,2,7,246.2731088256836,224.2588798522949,0.022275278419201516,0.008402256380809194,1.5325731845424726
2021-07-06,268.59783935546875,270.2520207431101,265.347486439139,268.95575870913115,31565600,2021,6,7,246.6041729736328,224.62749351501463,3.6245489907882344e-05,0.008311085340277415,1.532628733408366
2021-07-07,270.793701171875,271.52890591143546,268.1044353611514,270.28100037232684,23260000,2021,7,7,246.97143157958985,225.01918769836425,0.0081752772906718,0.00804079180074894,1.5451583982876305
2021-07-08,268.3656311035156,269.6328732076894,265.89883981192884,267.8625838721146,24618600,2021,8,7,247.282021484375,225.38841720581055,-0.008966493894990046,0.008641881140853257,1.531303744942592
2021-07-09,268.86865234375,268.9750480154504,266.3341681021234,266.7211070779772,23916700,2021,9,7,247.74570587158203,225.73672798156738,0.0018743877081650595,0.008338385577765907,1.5341740018595795
2021-07-12,268.2689208984375,270.6389408273715,267.55305271970633,270.04886399300807,18931700,2021,12,7,248.23696563720702,226.11483779907226,-0.002230574074309488,0.008447073916991774,1.5307519131055518
2021-07-13,271.80938720703125,273.6183494356917,268.3365611463724,268.4622934091158,26120100,2021,13,7,248.8054049682617,226.49816452026369,0.0131974523800098,0.008670233142146213,1.5509539385843711
2021-07-14,273.28961181640625,274.40207287866093,271.3935599048183,273.1348302610789,23113700,2021,14,7,249.40962554931642,226.8666591644287,0.005445818573762251,0.008358603838007052,1.5594001523501637
2021-07-15,271.8577880859375,273.2894947180897,270.69694167916,272.79613056697673,22604200,2021,15,7,250.06377105712892,227.22021545410155,-0.005239217550027653,0.008440077382459167,1.551230115704455
2021-07-16,271.58697509765625,274.8276448188049,270.3390694215549,272.86390046289694,26186800,2021,16,7,250.73797943115235,227.58288612365723,-0.000996156814884519,0.00822993560913099,1.5496848472532418
2021-07-19,267.968994140625,271.219316739968,265.49254943973045,269.82631290552115,32935600,2021,19,7,251.27690185546874,227.91272483825685,-0.013321629123525969,0.008845561027857517,1.5290405204597861
2021-07-20,270.2036437988281,271.79978568406875,267.24351753265694,268.9557381700526,26259700,2021,20,7,251.80782165527344,228.2435083770752,0.008339209785705348,0.008674730465060934,1.5417915101307444
2021-07-21,272.2157287597656,272.3318075052571,268.23988411891924,269.79732315685095,24364300,2021,21,7,252.48090118408203,228.61446105957032,0.0074465500636828885,0.008541885281042185,1.5532725377986942
2021-07-22,276.8011169433594,277.07197725958383,274.1698897907957,274.5761655043523,23384100,2021,22,7,253.26402618408204,228.98822006225586,0.016844684928696507,0.009029036179596118,1.57943692430631
2021-07-23,280.21588134765625,280.5254148814267,277.1493295288291,277.99093009923706,22768100,2021,23,7,254.25500396728515,229.40051795959474,0.012336526824765714,0.009223867986195705,1.5989216902910401
2021-07-26,279.6161193847656,280.2352455563733,277.28480173400004,279.5677630682916,23176100,2021,26,7,255.15619689941406,229.79099319458007,-0.0021403567849408445,0.009022104987521035,1.5954994274026366
2021-07-27,277.1879577636719,280.1287174339353,273.7151311998276,279.9836190162496,33604100,2021,27,7,255.9099969482422,230.16572593688966,-0.008683911451301096,0.009177038994263883,1.5816442516544704
2021-07-28,276.87841796875,280.6801444381033,274.5664080744057,279.55800071148394,33566900,2021,28,7,256.71493560791015,230.51379653930664,-0.0011167144396142525,0.009084356073794146,1.579878006680315
2021-07-29,277.1493225097656,279.20012603665054,276.74301731974265,276.8977988434868,18168300,2021,29,7,257.5658282470703,230.83637855529784,0.0009784241870602894,0.00903186121812546,1.5814237975346557
2021-07-30,275.6112060546875,277.3040901387708,274.6438437209256,275.86272970836336,20944800,2021,30,7,258.37434936523437,231.14425910949706,-0.005549775266089352,0.009225143540320477,1.5726472508578928
2021-08-02,275.524169921875,277.41050891679623,274.4794019823745,277.0138867843524,16267400,2021,2,8,259.1161236572266,231.46130844116212,-0.00031579315681096176,0.007965008797646252,1.5721506196179944
2021-08-03,277.74908447265625,277.8555096866815,274.7309185417036,276.1045861238973,17879000,2021,3,8,259.92774078369143,231.79524452209472,0.008075206438012739,0.008099283373840933,1.5848460604230594
2021-08-04,277.1589660644531,278.20370429882576,275.3596569388271,276.8784227475681,16191300,2021,4,8,260.61901702880857,232.12623001098632,-0.002124645736721442,0.007993158958046217,1.5814788239974218
2021-08-05,280.0707702636719,280.17719548604225,276.7624071651543,277.51694870705825,13900200,2021,5,8,261.3503436279297,232.49789756774902,0.010505899342046154,0.007875648446380447,1.5980936813339162
2021-08-06,280.0126953125,280.05139807222434,278.23275214540485,279.09371880032603,16589300,2021,6,8,262.0849578857422,232.86721000671386,-0.00020735812993699643,0.00789344551397474,1.5977623036166906
2021-08-09,278.91949462890625,282.0344016972277,278.416476976701,280.29316176751536,16117600,2021,9,8,262.8398846435547,233.23033615112305,-0.003904111141724176,0.007950014969805816,1.5915244620053137
2021-08-10,277.0912780761719,279.8095639589579,275.8917581909728,279.3742390862678,18616600,2021,10,8,263.5510897827148,233.5838889312744,-0.006554638840023608,0.007706096480153365,1.5810925939518061
2021-08-11,277.5845947265625,279.23877582031093,276.5301439510105,277.8360888235704,13955900,2021,11,8,264.3162728881836,233.9334736633301,0.0017803398714519858,0.007637854719696913,1.583907476137276
2021-08-12,280.351318359375,280.5060998989788,276.9945693682154,277.27511275384484,14561300,2021,12,8,265.1387243652344,234.326424407959,0.009967136812970123,0.007760121779603898,1.5996944986510224
2021-08-13,283.29205322265625,283.34040952865263,279.85789937183694,280.0320470208435,18249000,2021,13,8,266.0507537841797,234.71885635375978,0.010489463293736234,0.007982194732631879,1.616474435375814
2021-08-16,284.9849853515625,285.1978062726774,280.5544487724139,283.6210007464478,22507600,2021,16,8,266.89835845947266,235.17051040649415,0.005975925232098556,0.007136046010901366,1.6261343657412186
2021-08-17,283.5145263671875,283.853109072286,281.57980179125826,282.84707354832176,20075300,2021,17,8,267.6581246948242,235.60501579284667,-0.005159777040748326,0.007252568093705391,1.6177438749756952
2021-08-18,281.7796630859375,285.7437457281238,281.333803244955,283.0493313580627,21813000,2021,18,8,268.40718353271484,236.04165161132812,-0.0061191336594976775,0.007391937614929174,1.6078446839778853
2021-08-19,287.6336975097656,288.31215930463765,279.75401063474186,279.80245951520226,29850500,2021,19,8,269.25358947753904,236.50822967529297,0.02077521975758323,0.007852189409629505,1.6412480106235878
2021-08-20,294.99005126953125,296.42449908707897,288.88401298759806,290.49291228106995,40817600,2021,20,8,270.1765054321289,236.99190147399904,0.02557542396268042,0.00921379828167942,1.683223624323192
2021-08-23,295.2711181640625,295.99802885849795,292.5573300693989,293.91422411673074,22830200,2021,23,8,271.09246643066405,237.4291505432129,0.0009528012667601171,0.00915559952414318,1.6848274019246876
2021-08-24,293.3035888671875,296.240306633926,292.7026808112581,295.6296969712658,18175800,2021,24,8,271.9303823852539,237.82342803955078,-0.006663466813512597,0.009032925956829366,1.6736006104454657
2021-08-25,292.71246337890625,295.2130236273511,291.17141596399244,294.9319431570353,20006100,2021,25,8,272.7860775756836,238.21268493652343,-0.0020154048934905022,0.009055997215368188,1.6702276275854253
2021-08-26,289.88226318359375,293.11943496903467,289.74658858009593,291.7237641949672,17666100,2021,26,8,273.6041287231445,238.61338562011719,-0.009668874917870829,0.009473477390996217,1.6540784055699298
2021-08-27,290.4928894042969,291.60747985013455,287.691846089783,289.7853523702263,22605700,2021,27,8,274.3662902832031,239.05257820129395,0.002106462858392888,0.00929294684831981,1.6575626602961326
2021-08-30,294.2437438964844,294.85435359254797,291.79163308303947,291.8497835704673,16348100,2021,30,8,275.2319091796875,239.48392204284667,0.012912035471433603,0.009536523783730808,1.6789651681620001
2021-08-31,292.58636474609375,295.12570102074363,292.21805864615504,295.0481769051044,26285300,2021,31,8,276.0024688720703,239.91230934143067,-0.005632674219145706,0.009669574376986137,1.6695081043444504
2021-09-01,292.5379333496094,295.79450871358483,292.20840404351725,293.54592448346756,18983800,2021,1,9,276.7163391113281,240.33531616210936,-0.00016552854924190008,0.009628500985338732,1.6692317530899907
2021-09-02,291.8788757324219,294.0208310183589,290.93873669374995,292.8965684775402,16285600,2021,2,9,277.4216735839844,240.75157028198242,-0.0022528962642252015,0.009509342000297346,1.6654711471093282
2021-09-03,291.8692321777344,293.2842768886712,291.016318792049,291.72382635847964,14747900,2021,3,9,278.0993408203125,241.18107772827148,-3.3039577336024806e-05,0.00950718628123344,1.6654161206465623
2021-09-07,290.9387512207031,291.82073981261544,289.0197257723892,291.74321568037084,17180400,2021,7,9,278.79070739746095,241.61950981140137,-0.0031880063208054032,0.009484633256080887,1.6601067635271698
2021-09-08,290.96783447265625,291.3555143006934,288.3121965936231,290.5510793969682,15046800,2021,8,9,279.4110711669922,242.0516358947754,9.996348657947962e-05,0.00927750723955496,1.660272713587346
2021-09-09,288.0989990234375,292.8384719432854,287.8566954077744,291.5591017538455,19927000,2021,9,9,279.9222094726563,242.47919120788575,-0.009859630891566273,0.009680505260021784,1.6439030374520358
2021-09-10,286.6062927246094,290.68670537463464,286.2864650865219,289.2328842271939,19633400,2021,10,9,280.41316589355466,242.90063133239747,-0.00518122695284573,0.009608845472643712,1.6353856027265243
2021-09-13,287.8469543457031,289.34925430375523,285.02653709658307,288.3897120041516,23652900,2021,13,9,280.91539306640624,243.31021995544432,0.004328801050735631,0.00938985333779442,1.6424648616419648
2021-09-14,290.5607604980469,292.11150927882005,288.9227859804773,290.3378305630741,21853400,2021,14,9,281.35484619140624,243.73332954406737,0.009427948120946494,0.009520065698558837,1.657949935148003
2021-09-15,295.43585205078125,295.9204591056859,292.5282097213536,293.9238804057243,28356300,2021,15,9,281.8916064453125,244.1742667388916,0.016778217211360635,0.010022140132218589,1.6857673792854775
2021-09-16,295.8235778808594,295.91080361496756,291.50089055931244,294.40853334187324,19550800,2021,16,9,282.3922039794922,244.62272758483886,0.0013123858441239644,0.009837083000050824,1.6879797565305377
2021-09-17,290.6382141113281,295.1256799211084,290.30868488180215,294.80585229711915,41372500,2021,17,9,282.83765563964846,245.03495826721192,-0.017528568232041408,0.00981646618846605,1.6583918881938875
2021-09-20,285.23980712890625,289.523748107256,280.6069631382969,287.2073113229122,38278700,2021,20,9,283.1650787353516,245.42424125671386,-0.018574319275007745,0.008808638852375785,1.6275883877794912
2021-09-21,285.7243347167969,288.380001741491,285.0168272798009,286.58694955344197,22364100,2021,21,9,283.5141870117188,245.82138725280763,0.0016986674923380463,0.008821772928991632,1.6303531192647192
2021-09-22,289.3880310058594,290.9775568658494,285.4433507617661,287.595007975852,26626300,2021,22,9,283.86575988769533,246.23627395629882,0.012822486025538815,0.009296936046990478,1.6512582993531846
2021-09-23,290.337890625,291.6366344938715,288.3703863909372,289.6497566180926,18604600,2021,23,9,284.2067254638672,246.65624717712402,0.00328230444030142,0.009330814441797793,1.656678231801236
2021-09-24,290.13427734375,290.5704059878973,287.78876596007865,289.04876216977885,14999000,2021,24,9,284.57225524902344,247.06692100524901,-0.0007012976529232606,0.0090721142837388,1.6555164072456248
2021-09-27,285.11383056640625,287.34301199203236,283.92168613310923,287.0231842347506,23571700,2021,27,9,284.8427923583984,247.47276206970216,-0.017303873307584205,0.009849171573084868,1.6268695610760195
2021-09-28,274.79168701171875,281.8281938137892,274.0454024877123,280.87835294662506,43186200,2021,28,9,284.9792462158203,247.83315521240235,-0.036203587648419466,0.01209449319663571,1.5679710463290581
2021-09-29,275.2569274902344,277.9416410996887,274.2974145671379,276.3230693926084,26353700,2021,29,9,285.08031188964844,248.18268257141114,0.001693066058784387,0.012132394093584305,1.5706257248887545
2021-09-30,273.24090576171875,278.9689361892325,272.9501237277574,276.9142066260927,32343600,2021,30,9,285.1008154296875,248.5176040649414,-0.00732414528817682,0.012150655017352165,1.5591222338863213
2021-10-01,280.1998596191406,281.05277293433414,272.6302983139076,273.43473316733105,30086300,2021,1,10,285.1687902832031,248.88765731811523,0.025468199346003084,0.013755724230565067,1.5988302697437238
2021-10-04,274.394287109375,278.8914563280941,271.62234799634535,278.552225356997,31350700,2021,4,10,285.0523583984375,249.20388771057128,-0.020719398352507357,0.014368144609173426,1.5657034684868567
2021-10-05,279.870361328125,281.45985757328907,275.3053401798689,275.3053401798689,24993000,2021,5,10,285.0574432373047,249.54682441711427,0.01995695419331822,0.015255492246442218,1.5969501408877684
2021-10-06,284.08636474609375,284.5903750685418,276.72036036456973,276.9820375548689,28002600,2021,6,10,285.19541137695313,249.91483734130858,0.015064129684764449,0.015714981484454667,1.6210068049102047
2021-10-07,285.7727966308594,287.5076982326449,284.8714345745503,286.09262428442867,20430500,2021,7,10,285.3732989501953,250.27202392578124,0.005936335192549214,0.015647204239961594,1.6306296446535549
2021-10-08,285.7727966308594,287.5076982326449,284.7163567619484,287.1006152773065,17685700,2021,8,10,285.5457684326172,250.62271072387696,0.0,0.015604765828756188,1.6306296446535549
2021-10-11,285.1719665527344,288.7968189817896,283.73751857757367,283.9022980416564,19298600,2021,11,10,285.73698364257814,250.98445220947266,-0.002102474711409008,0.015576471382973781,1.627201287061997
2021-10-12,283.8634948730469,286.34468116686594,283.34981246639074,286.2477538192174,17974100,2021,12,10,285.90377014160157,251.33132194519044,-0.004588360123559121,0.015427950625424996,1.6197351015634376
2021-10-13,287.1878967285156,288.12803581492204,284.45470520992285,285.8310025775358,23416300,2021,13,10,286.09254638671877,251.68417350769042,0.011711269379514722,0.015159009230899419,1.6387042556613027
2021-10-14,293.42962646484375,293.93360724782497,288.6610791409722,289.99859959442665,27262900,2021,14,10,286.41795959472654,252.0721334075928,0.02173395817661694,0.016008561811538972,1.6743197854176897
2021-10-15,294.8446960449219,295.07732760746717,291.2682926433192,293.0322699004175,25384800,2021,15,10,286.71343811035155,252.47906074523925,0.004822517743441557,0.015513876309584966,1.6823942222910617
2021-10-18,297.829833984375,298.721494467245,293.3714428358164,294.2243560476535,22729300,2021,18,10,287.06978088378906,252.89735107421876,0.01012444171286142,0.01494093111993197,1.6994275245327024
